,run,time_mean,time_med,time_min,time_max,time_var,size,pattern,sparsity,algorithm,gflops_mean,gflops_med,gflops_min,gflops_max,gflops_var,rel_error_mean,rel_error_med,rel_error_min,rel_error_max,rel_error_var
101,avg,1.9190442666666667,1.9179680000000001,1.89856,1.942528,0.00014314840158160942,4096,blockrandom,0.9,SpMM with Tensors,71621.13080452796,71658.62698520758,70752.6241433843,72391.15617731333,199595.19403821294,0.017690933333333332,0.0176945,0.017613,0.017748,1.0975126436781598e-09
102,avg,6.687414399999999,6.68472,6.602912,6.775104,0.0021150602169379305,4096,blockrandom,0.6,SpMM with Tensors,20552.82146546348,20560.16652931375,20285.880994889525,20814.900073179837,19960.62528037353,0.0782398,0.0782515,0.078144,0.07829,1.6991310344826555e-09
103,avg,10.406135433333333,9.60736,9.425952,33.512447,19.055165133165495,4096,blockrandom,0.5,SpMM with Tensors,13964.03901022302,14305.590263480746,4101.13154291598,14580.909543354348,3491995.3061663895,0.09333686666666666,0.093352,0.093163,0.093516,1.1555981609195595e-08
104,avg,15.070075733333333,15.079039999999999,14.983296,15.121408,0.0012070146989609286,4096,blockrandom,0.3,SpMM with Tensors,9120.037846899979,9114.569274324234,9089.03148913117,9172.811741288431,443.89251348361756,0.14322179999999998,0.14321850000000003,0.143142,0.143303,1.192993103448493e-09
105,avg,80.29259973333333,80.295952,79.920898,81.125443,0.06282483363903049,8192,blockrandom,0.7,SpMM with Tensors,13693.93880480461,13693.238604116617,13553.22802706914,13757.49841769796,1814.0178181237832,0.24099653333333335,0.240986,0.240881,0.24118,5.701843678160955e-09
106,avg,52.58427616666667,52.0944155,51.986431,66.602371,7.017461763341183,8192,blockrandom,0.8,SpMM with Tensors,20950.4018971946,21106.13239399237,16508.595884311686,21149.973303149047,705042.7709882881,0.16100816666666665,0.1562735,0.156114,0.298445,0.000673804860626437
107,avg,164.71764216666665,158.6035995,153.391098,214.539261,251.08009853971333,8192,blockrandom,0.4,SpMM with Tensors,6725.870018622077,6932.498303806522,5124.990282202939,7168.027624236708,299853.1980338704,0.4904608333333334,0.490467,0.490267,0.490733,1.100476436781559e-08
108,avg,24.807040033333337,24.801424,24.6856,24.902657,0.003954003451964342,8192,blockrandom,0.9,SpMM with Tensors,44322.83969323405,44332.600993236585,44152.382124365286,44540.60779466572,12628.913837631897,0.07521053333333333,0.0752115,0.075033,0.075315,3.542119540229861e-09
109,avg,105.89805500000001,105.1238405,104.899582,122.812515,10.713220302305732,8192,blockrandom,0.6,SpMM with Tensors,10391.105555033557,10459.203380036535,8952.765341349781,10481.563480167157,78519.93297485489,0.3195935333333334,0.31957199999999997,0.319468,0.319724,4.233567816092287e-09
110,avg,133.37639613333334,130.032112,129.307495,185.140228,123.30779529016041,8192,blockrandom,0.5,SpMM with Tensors,8286.185180898354,8455.693088136715,5938.804546443575,8503.077317954385,281248.29054676153,0.37632309999999997,0.37627900000000003,0.375826,0.376952,7.189078275862056e-08
111,avg,253.31039173333332,252.054352,226.541794,275.994965,121.52519706334739,8192,blockrandom,0.3,SpMM with Tensors,4348.733862961712,4362.206100832747,3983.810457469759,4853.460407292439,37778.53151253294,0.5799654,0.579976,0.579818,0.580062,3.712524137932059e-09
112,avg,49.285471099999995,43.9473285,42.578945,148.167938,385.29330293454166,5376,blockrandom,0.7,cuBLAS GeMM,6698.412309078813,7070.912046008903,2097.266108623311,7298.151580599285,1160709.5605551943,0.10138006666666666,0.10138,0.101222,0.101495,3.661167816091871e-09
113,avg,45.82291769999999,44.5911045,42.807297,86.30378,59.2495676193143,5376,blockrandom,0.8,cuBLAS GeMM,6884.157768006937,6968.82492898376,3600.625543307605,7259.220192108836,404385.9914699036,0.06447076666666667,0.064484,0.064273,0.064655,9.43521954023024e-09
114,avg,46.94227123333335,44.5783045,42.831776,62.18541,23.67945914403466,5376,blockrandom,0.4,cuBLAS GeMM,6679.780799949601,6971.237375788665,4997.114190482945,7255.071439297777,362192.62058306276,0.20743426666666667,0.2074435,0.207359,0.207517,1.2792367816094198e-09
115,avg,44.67730989999999,44.651872499999996,42.593281,49.661953,1.8559643755465063,5376,blockrandom,0.9,cuBLAS GeMM,6961.342546713322,6959.3412199231625,6257.25683305286,7295.695176711088,41068.258518160954,0.03112943333333333,0.0311445,0.030991,0.031217,3.633219540229918e-09
116,avg,44.79287800000001,44.400673,42.561535,49.694912,2.8480684525414492,5376,blockrandom,0.6,cuBLAS GeMM,6946.517346306282,6998.713709456462,6253.1068523071335,7301.136924502371,62358.20980195142,0.13088836666666664,0.130877,0.130578,0.131089,1.2827550574712728e-08
117,avg,44.394238800000004,44.095009000000005,43.110657,47.393791,0.9221144711987859,5376,blockrandom,0.5,cuBLAS GeMM,7002.817907664147,7047.2293181546465,6556.715303740948,7208.138691832045,21856.446419843574,0.1760179,0.176009,0.175888,0.176141,3.6382310344829645e-09
118,avg,49.3024254,44.542145,42.196991,112.125694,225.0250004491815,5376,blockrandom,0.3,cuBLAS GeMM,6619.08536301932,6976.484750552687,2771.421818374654,7364.212172190192,1218524.03281832,0.22987349999999998,0.22986499999999999,0.229806,0.229952,1.5469482758620113e-09
119,avg,35.37381886666666,33.9291515,33.626114,74.818558,55.608796860716794,1280,blockrandom,0.7,cuBLAS GeMM,121.08157254571185,123.61954328042677,56.05967439254844,124.73353299165048,152.20220482072352,0.0024129,0.0024115,0.002391,0.002451,2.3181724137930968e-10
120,avg,33.98813926666667,33.838991,33.582367,35.031231,0.13133322702606456,1280,blockrandom,0.8,cuBLAS GeMM,123.4182771535708,123.9489209875841,119.7304199786756,124.89602058127709,1.6767107726469481,0.0015218666666666667,0.0015214999999999998,0.001489,0.001559,2.773609195402299e-10
121,avg,35.4860703,34.075136,33.286114,72.169472,48.532329929653585,1280,blockrandom,0.4,cuBLAS GeMM,120.46718905623747,123.08987625476139,58.117426714719485,126.00761987416136,144.75903091468479,0.005279266666666668,0.0052794999999999995,0.005256,0.005297,1.0799540229884862e-10
122,avg,34.01518173333333,33.809839499999995,33.25005,35.485058,0.22513832977268539,1280,blockrandom,0.9,cuBLAS GeMM,123.32960704217957,124.05573569608794,118.19915864305476,126.1442915123436,2.855861244480206,0.0006912666666666668,0.0006915000000000001,0.000664,0.000723,2.545471264367814e-10
123,avg,35.921281099999995,33.876527499999995,33.569183,72.09613,61.44708401961348,1280,blockrandom,0.6,cuBLAS GeMM,119.8013756398738,123.81153324527199,58.17654844996535,124.945072389757,211.00136156797362,0.0033144333333333335,0.0033105,0.003274,0.003375,5.337022988505731e-10
124,avg,34.54169283333333,33.8250885,33.596127,49.755135,8.437054335339596,1280,blockrandom,0.5,cuBLAS GeMM,122.01820926406269,123.99982406365248,84.29891708664844,124.84486679074644,53.055528205341986,0.004347600000000001,0.0043479999999999994,0.004316,0.004371,2.421103448275868e-10
125,avg,34.19134083333333,33.917953499999996,33.412128,36.546558,0.49598568511497004,1280,blockrandom,0.3,cuBLAS GeMM,122.7201095961058,123.66039243968612,114.76604718835628,125.53238153523176,5.957734825453805,0.0060165666666666655,0.006014,0.005992,0.006053,1.6294367816092003e-10
126,avg,37.78781346666667,37.358976,36.669281,44.226559,2.102817718871224,4096,blockrandom,0.7,cuBLAS GeMM,3641.7804751024223,3678.8749599858056,3107.6112765634784,3748.067857452673,15826.57183793391,0.05859226666666666,0.0586035,0.058472,0.058691,3.5473057471264164e-09
127,avg,41.56831743333334,37.702017,36.678913,80.027649,138.91605573492728,4096,blockrandom,0.8,cuBLAS GeMM,3460.526948416755,3645.4007981221084,1717.3933657853677,3747.08360283196,318131.02106647135,0.037644866666666665,0.0376395,0.037563,0.037746,2.548050574712666e-09
128,avg,39.08054586666666,37.5782085,36.695042,74.925758,47.21439421403827,4096,blockrandom,0.4,cuBLAS GeMM,3574.8842736490765,3657.4116642182144,1834.3351757882783,3745.436603451769,118903.76151703969,0.12077370000000004,0.12077650000000001,0.120637,0.120906,4.371251724137989e-09
129,avg,38.20992206666667,37.2723675,36.504578,62.69952,21.83240844398696,4096,blockrandom,0.9,cuBLAS GeMM,3629.800151269333,3687.4293306855707,2192.0256083619142,3764.97855890842,77898.02616727058,0.017690933333333332,0.0176945,0.017613,0.017748,1.0975126436781598e-09
130,avg,39.4850772,37.732256,36.423679,75.441505,50.84274946544756,4096,blockrandom,0.6,cuBLAS GeMM,3544.505762069151,3642.4807788443404,1821.794958517861,3773.340783944423,138763.34547544294,0.0782398,0.0782515,0.078144,0.07829,1.6991310344826555e-09
131,avg,41.569125500000006,37.6379035,36.726719,119.302147,241.31823054215903,4096,blockrandom,0.5,cuBLAS GeMM,3492.183723408918,3651.610733303398,1152.0241414599186,3742.2061434891584,285120.7677012446,0.09333686666666666,0.093352,0.093163,0.093516,1.1555981609195595e-08
132,avg,38.60223536666667,37.596160499999996,36.630302,55.834015,13.81698355341845,4096,blockrandom,0.3,cuBLAS GeMM,3584.560376638372,3655.6658075111804,2461.5631433992344,3752.056247638908,68557.84264070772,0.14322179999999998,0.14321850000000003,0.143142,0.143303,1.192993103448493e-09
133,avg,72.69804709999998,71.1518095,69.341568,103.964638,40.910323337610095,8192,blockrandom,0.7,cuBLAS GeMM,15208.20542283478,15453.038240038364,10575.823173414024,15856.457525967686,980889.5084356109,0.04340486666666667,0.043416,0.043279,0.043505,3.6028781609195584e-09
134,avg,71.48890223333333,71.191101,69.585922,79.271873,3.5622773938612196,8192,blockrandom,0.8,cuBLAS GeMM,15389.900535980038,15444.516924276522,13870.135600000269,15800.776883807044,145595.2604893936,0.029025733333333324,0.029016,0.028972,0.029082,8.228229885057363e-10
135,avg,75.39089333333335,70.925713,69.755905,161.582077,286.2275448707529,8192,blockrandom,0.4,cuBLAS GeMM,14954.498446386167,15502.30562219268,6804.663290570278,15762.27314054631,3060398.6423254935,0.08797899999999999,0.08797949999999999,0.087851,0.088143,4.248758620689674e-09
136,avg,73.86740626666666,71.479233,69.882141,104.96022,62.82912083913088,8192,blockrandom,0.9,cuBLAS GeMM,15012.991629176762,15382.259696858451,10475.508033195814,15733.799967233404,1532686.5848219222,0.013465633333333334,0.0134605,0.013403,0.013536,9.465850574712589e-10
137,avg,75.26194993333333,71.4847985,70.018173,104.66304,88.84622752531337,8192,blockrandom,0.6,cuBLAS GeMM,14786.618517483965,15381.061714822124,10505.252167106935,15703.232184821503,2164030.6312313396,0.061447733333333344,0.061449,0.061398,0.061492,4.050298850574636e-10
138,avg,75.02938616666667,71.50696149999999,69.794083,135.671814,160.0664454113185,8192,blockrandom,0.5,cuBLAS GeMM,14903.22951200481,15376.288293113592,8104.200831102619,15753.65103336912,2391012.1530843647,0.0758771,0.075875,0.075851,0.075907,2.674724137930458e-10
139,avg,71.64896496666667,71.0304795,69.400574,83.146751,10.195985162465332,8192,blockrandom,0.3,cuBLAS GeMM,15371.76221390066,15479.437557964988,13223.747344932335,15842.975992907492,363357.7163532753,0.1073693,0.107367,0.107287,0.107448,1.370700000000008e-09
140,avg,16.728136666666664,16.694992,16.273504,17.449984,0.09754944808823009,5376,blockrandom,0.7,cuBLAS GeMM with Tensors,18582.538585516057,18613.22992965429,17807.901414236254,19095.30945222369,117914.66604752235,0.10138006666666666,0.10138,0.101222,0.101495,3.661167816091871e-09
141,avg,17.1844705,16.788079,16.265217,24.107103,2.509238980016602,5376,blockrandom,0.8,cuBLAS GeMM with Tensors,18198.833933729118,18510.033258097097,12890.29190906929,19105.03836204583,1708017.7148372699,0.06447076666666667,0.064484,0.064273,0.064655,9.43521954023024e-09
142,avg,17.760652566666668,16.72128,16.203775,48.214848,33.15883864993826,5376,blockrandom,0.4,cuBLAS GeMM with Tensors,18195.671859072314,18583.967358390422,6445.060134836472,19177.481466633548,5016181.064220772,0.20743426666666667,0.2074435,0.207359,0.207517,1.2792367816094198e-09
143,avg,16.77094496666667,16.775792000000003,16.225632,17.440895,0.08869664389692983,5376,blockrandom,0.9,cuBLAS GeMM with Tensors,18534.556752549077,18523.579676974674,17817.1816728442,19151.648130069752,107652.84883364291,0.03112943333333333,0.0311445,0.030991,0.031217,3.633219540229918e-09
144,avg,16.700439633333335,16.6963195,16.272385,17.353088,0.0918125615743782,5376,blockrandom,0.6,cuBLAS GeMM with Tensors,18613.031949631284,18611.744751558897,17907.336996850358,19096.62257573183,112493.50742337166,0.13088836666666664,0.130877,0.130578,0.131089,1.2827550574712728e-08
145,avg,16.814166633333333,16.6164475,16.208992,19.629057,0.5331187431418265,5376,blockrandom,0.5,cuBLAS GeMM with Tensors,18511.328243128566,18701.205292724982,15830.999662999604,19171.309033405654,513101.08950372325,0.1760179,0.176009,0.175888,0.176141,3.6382310344829645e-09
146,avg,16.79875633333333,16.6707675,16.278528,19.40992,0.40442514228588516,5376,blockrandom,0.3,cuBLAS GeMM with Tensors,18521.249161005406,18640.270398402994,16009.730836190978,19089.416116248347,395804.8481852412,0.22987349999999998,0.22986499999999999,0.229806,0.229952,1.5469482758620113e-09
147,avg,6.535157333333333,6.480703999999999,6.34368,7.1544,0.03925552137416091,1280,blockrandom,0.7,cuBLAS GeMM with Tensors,642.3548357898613,647.2007119083598,586.2551716426256,661.1783696529459,351.0336694994709,0.0024129,0.0024115,0.002391,0.002451,2.3181724137930968e-10
148,avg,6.715130666666668,6.532064,6.311936,10.707968,0.6264143861465746,1280,blockrandom,0.8,cuBLAS GeMM with Tensors,630.2614564079,642.1115977395538,391.69934015492015,664.5035691109669,2520.35055864707,0.0015218666666666667,0.0015214999999999998,0.001489,0.001559,2.773609195402299e-10
149,avg,6.567435733333334,6.42056,6.300672,7.5624,0.10731034330806441,1280,blockrandom,0.4,cuBLAS GeMM with Tensors,640.0612178522381,653.2650976627656,554.6260446419126,665.6915325857306,856.4637755715476,0.005279266666666668,0.0052794999999999995,0.005256,0.005297,1.0799540229884862e-10
150,avg,6.619544533333333,6.439984000000001,6.244352,9.698304,0.40716039172825746,1280,blockrandom,0.9,cuBLAS GeMM with Tensors,637.8369175462819,651.2934737378202,432.4780910146764,671.6956379140702,2079.685318596215,0.0006912666666666668,0.0006915000000000001,0.000664,0.000723,2.545471264367814e-10
151,avg,6.778717866666666,6.57008,6.27712,12.125568,1.055861754204395,1280,blockrandom,0.6,cuBLAS GeMM with Tensors,626.880637113184,638.395677754369,345.905775300588,668.189233278956,3147.3178491066446,0.0033144333333333335,0.0033105,0.003274,0.003375,5.337022988505731e-10
152,avg,7.790114099999999,6.502336,6.313984,45.061119,49.57591358184816,1280,blockrandom,0.5,cuBLAS GeMM with Tensors,626.7356135254987,645.0458689928337,93.08033384612575,664.2880311385014,10378.400119074058,0.004347600000000001,0.0043479999999999994,0.004316,0.004371,2.421103448275868e-10
153,avg,6.6045088,6.522432,6.23312,8.711488,0.19242428799823436,1280,blockrandom,0.3,cuBLAS GeMM with Tensors,637.2527830493724,643.0583275727736,481.468148724994,672.906024591216,1172.1100796589913,0.0060165666666666655,0.006014,0.005992,0.006053,1.6294367816092003e-10
154,avg,12.353940333333334,10.872464,10.603776,51.014626,53.72655311318568,4096,blockrandom,0.7,cuBLAS GeMM with Tensors,12178.187990502232,12641.013294957474,2694.108812480562,12961.321841577945,3561778.7746587736,0.05859226666666666,0.0586035,0.058472,0.058691,3.5473057471264164e-09
155,avg,11.939839966666666,10.82368,10.585728,42.110271,32.53736070283036,4096,blockrandom,0.8,cuBLAS GeMM with Tensors,12304.881987602292,12698.134809184994,3263.786962377896,12983.42007956373,3002018.7978016986,0.037644866666666665,0.0376395,0.037563,0.037746,2.548050574712666e-09
156,avg,11.9559829,10.908192,10.539008,42.794975,33.96313799874416,4096,blockrandom,0.4,cuBLAS GeMM with Tensors,12307.982392857462,12599.655462278854,3211.567560724127,13040.976292265836,3001356.990668262,0.12077370000000004,0.12077650000000001,0.120637,0.120906,4.371251724137989e-09
157,avg,10.972027733333334,10.815072,10.567488,14.705696,0.5335725119370298,4096,blockrandom,0.9,cuBLAS GeMM with Tensors,12567.799444616036,12708.125543554364,9345.967268193222,13005.830096234791,418637.9836936095,0.017690933333333332,0.0176945,0.017613,0.017748,1.0975126436781598e-09
158,avg,12.4280491,10.862079999999999,10.54416,49.687553,51.48067027883023,4096,blockrandom,0.6,cuBLAS GeMM with Tensors,12134.623323744714,12653.117642823194,2766.0640376474166,13034.604318599111,4116642.4924900713,0.0782398,0.0782515,0.078144,0.07829,1.6991310344826555e-09
159,avg,13.324164266666665,10.82624,10.627072,50.183167,84.86617455645244,4096,blockrandom,0.5,cuBLAS GeMM with Tensors,11961.681848057186,12694.985169231437,2738.746111260774,12932.908845634996,6188645.230599409,0.09333686666666666,0.093352,0.093163,0.093516,1.1555981609195595e-08
160,avg,14.287152066666668,10.907072,10.544128,46.775105,107.7631179911151,4096,blockrandom,0.3,cuBLAS GeMM with Tensors,11664.672634950988,12600.90909408441,2938.2927835651035,13034.643876857335,8533233.696436182,0.14322179999999998,0.14321850000000003,0.143142,0.143303,1.192993103448493e-09
161,avg,43.23133756666667,43.221503999999996,42.751041,43.718048,0.047457872203771206,8192,blockrandom,0.7,cuBLAS GeMM with Tensors,25433.831963031495,25438.995373079895,25150.06223004284,25718.94396152833,16375.581275873797,0.04340486666666667,0.043416,0.043279,0.043505,3.6028781609195584e-09
162,avg,43.229210433333336,43.1862565,42.811199,44.344318,0.10906786035446119,8192,blockrandom,0.8,cuBLAS GeMM with Tensors,25435.87917570628,25459.75795069248,24794.870625273797,25682.8038797979,36930.361106342396,0.029025733333333324,0.029016,0.028972,0.029082,8.228229885057363e-10
163,avg,44.31915773333334,43.182144,42.684673,74.485764,32.7461871820482,8192,blockrandom,0.4,cuBLAS GeMM with Tensors,25054.006704284002,25462.18241916129,14761.366048094776,25758.93290259012,3868622.260654863,0.08797899999999999,0.08797949999999999,0.087851,0.088143,4.248758620689674e-09
164,avg,43.3086327,43.297905,42.800129,43.910847,0.07674357509621714,8192,blockrandom,0.9,cuBLAS GeMM with Tensors,25388.81880409801,25394.108281608118,25039.636055665243,25689.44658498576,26268.194747284262,0.013465633333333334,0.0134605,0.013403,0.013536,9.465850574712589e-10
165,avg,44.63724486666668,43.32136,42.784863,82.596863,51.514990232355494,8192,blockrandom,0.6,cuBLAS GeMM with Tensors,24975.638709960567,25380.358058298618,13311.784344352158,25698.61279621253,4892117.036145366,0.061447733333333344,0.061449,0.061398,0.061492,4.050298850574636e-10
166,avg,43.339294699999996,43.2631665,42.744831,44.566753,0.13498365597711406,8192,blockrandom,0.5,cuBLAS GeMM with Tensors,25371.597491438202,25414.497290334715,24671.11812646526,25722.68042833062,45215.10389769883,0.0758771,0.075875,0.075851,0.075907,2.674724137930458e-10
167,avg,44.19365753333332,43.234928,42.734718,71.291901,26.492846447612113,8192,blockrandom,0.3,cuBLAS GeMM with Tensors,25087.411614616274,25431.096539138867,15422.672314152487,25728.767597717622,3426033.0901189493,0.1073693,0.107367,0.107287,0.107448,1.370700000000008e-09
168,avg,93.4128385,93.27923200000001,92.528641,99.450851,1.4745284927393627,5376,blockrandom,0.7,cuSPARSE CSR,3327.120525290854,3331.36956776826,3124.634848544433,3358.393589202288,1685.321435932336,0.0025789999999999997,0.002579,0.002576,0.002581,1.7241379310344019e-12
169,avg,63.30943136666667,63.047745,62.43235,67.755295,1.1478182404543795,5376,blockrandom,0.8,cuSPARSE CSR,4909.688409790083,4928.766265885319,4586.3219214380215,4977.348998588072,6270.443608143492,0.0020466333333333336,0.002047,0.002038,0.002053,1.5274712643678357e-11
170,avg,189.79534966666662,189.68469249999998,188.933243,191.962112,0.4058568074453999,5376,blockrandom,0.4,cuSPARSE CSR,1637.2949028816122,1638.2325323586765,1618.796498509039,1644.7481121784376,29.83711451980276,0.0036614999999999994,0.003661,0.00366,0.003663,6.034482758619299e-13
171,avg,33.80420396666667,33.78291350000001,33.500992,34.16576,0.03474471973651604,5376,blockrandom,0.9,cuSPARSE CSR,9192.842368809923,9198.366075240536,9095.292911733854,9275.772930903062,2563.9714836982107,0.0014631666666666667,0.0014635,0.001457,0.001468,6.143678160919466e-12
172,avg,124.42885296666667,124.4490585,123.396095,125.602081,0.27295335785879266,5376,blockrandom,0.6,cuSPARSE CSR,2497.4343361658275,2496.9863063091598,2474.0640622984583,2518.293587426733,109.9287894437308,0.002858666666666667,0.002858,0.00285,0.002863,1.0919540229885067e-11
173,avg,156.78176573333332,156.676796,155.963547,160.52182,0.6387128853924074,5376,blockrandom,0.5,cuSPARSE CSR,1982.0880773249696,1983.367053795294,1935.8589053625235,1992.4373401946289,98.67672066433835,0.0034865666666666676,0.003487,0.003484,0.00349,2.1160919540231444e-12
174,avg,222.57321473333334,222.4131165,222.062332,224.294235,0.2425645902966841,5376,blockrandom,0.3,cuSPARSE CSR,1396.1655722513685,1397.1639788031594,1385.446196385743,1399.371032237921,9.468413453666066,0.0036729333333333325,0.003673,0.003671,0.003675,8.229885057472216e-13
175,avg,6.411556266666666,6.386144,6.245088,6.755552,0.012726291401857463,1280,blockrandom,0.7,cuSPARSE CSR,654.3687431227867,656.781956697522,620.8676951935238,671.6164768214635,124.81953350671593,0.0002990333333333334,0.000299,0.000296,0.000302,1.5505747126436796e-12
176,avg,6.167149866666667,6.03152,5.912576,9.516096,0.4074729774032918,1280,blockrandom,0.8,cuSPARSE CSR,684.8043551007589,695.3977114127478,440.7588994478408,709.3869068236925,2218.209062948355,0.00024170000000000002,0.000242,0.000239,0.000244,1.7344827586206801e-12
177,avg,7.5705376,7.539344,7.46736,7.940224,0.010658228728937935,1280,blockrandom,0.4,cuSPARSE CSR,554.1270224162234,556.3224363279944,528.2349717086067,561.6849863941205,54.32986126345852,0.0004302666666666667,0.00043,0.000429,0.000432,6.160919540229882e-13
178,avg,5.8551872000000005,5.648896000000001,5.579904,9.913344,0.612143607779752,1280,blockrandom,0.9,cuSPARSE CSR,724.025562147927,742.4997860115278,423.0967875219502,751.6803156470075,3593.277156613613,0.00017193333333333338,0.000172,0.00017,0.000174,9.609195402298798e-13
179,avg,6.789099733333332,6.778288,6.528032,6.964224,0.007663823093995408,1280,blockrandom,0.6,cuSPARSE CSR,617.9000075429092,618.7853127923362,602.2643728863402,642.5066543791452,64.7529100289907,0.0003353999999999999,0.000336,0.000331,0.000339,4.179310344827572e-12
180,avg,7.318519466666667,7.135232,7.038976,11.672576,0.6812910754380503,1280,blockrandom,0.5,cuSPARSE CSR,577.6408291017407,587.8300924743655,359.3297657689271,595.8684899621763,1733.2064504468067,0.00039713333333333336,0.000397,0.000395,0.000399,1.6367816091954144e-12
181,avg,8.040196266666666,7.895087999999999,7.803968,11.272192,0.3807114756048921,1280,blockrandom,0.3,cuSPARSE CSR,523.8343546797585,531.2548845685019,372.09302325581393,537.4578675873607,856.5442128454788,0.0004377000000000001,0.000438,0.000437,0.000439,2.862068965517333e-13
182,avg,43.508204733333336,43.093697,42.833118,51.211266,2.4444555842795834,4096,blockrandom,0.7,cuSPARSE CSR,3162.353452591267,3189.305427274101,2683.76402707951,3208.7076516820466,9786.54801165841,0.0017549333333333333,0.001755,0.001749,0.001762,8.616091954023042e-12
183,avg,30.159176300000006,30.113343,29.954975,30.94912,0.03917767452890698,4096,blockrandom,0.8,cuSPARSE CSR,4557.305821143699,4564.055683288996,4440.8032755697095,4588.184549377858,867.8434117163968,0.0013855666666666665,0.001385,0.001382,0.001389,4.047126436781648e-12
184,avg,84.76005403333335,84.72372849999999,84.147202,86.992897,0.26284029859968877,4096,blockrandom,0.4,cuSPARSE CSR,1621.5626649226192,1622.2014635477306,1579.8870736768313,1633.315787160695,93.26270970102654,0.002516033333333334,0.002516,0.002512,0.00252,2.998850574712691e-12
185,avg,17.63326483333333,17.5433435,17.375135,19.170303,0.11123363753366104,4096,blockrandom,0.9,cuSPARSE CSR,7796.836457689674,7834.250876117854,7169.367822303069,7910.094135786571,19269.217241939456,0.0009757,0.000975,0.000972,0.000981,5.044827586206934e-12
186,avg,56.58729953333333,56.496544,56.231937,57.678818,0.09258877491584348,4096,blockrandom,0.6,cuSPARSE CSR,2428.862401281168,2432.6966751502023,2382.8323505519825,2444.144036368514,167.85978010238634,0.001969733333333333,0.00197,0.001968,0.001971,7.540229885057918e-13
187,avg,70.70174716666666,70.544064,69.91053,74.416451,0.938164392690075,4096,blockrandom,0.5,cuSPARSE CSR,1944.2655876732208,1948.2709920776078,1846.8893856816687,1965.926355757852,658.3546358837627,0.0020676333333333337,0.0020685,0.002062,0.002073,1.1412643678161033e-11
188,avg,99.32845040000001,99.112034,98.735107,102.951935,0.7846241745176977,4096,blockrandom,0.3,cuSPARSE CSR,1383.7850549751086,1386.7030104184087,1334.9817414505128,1391.9968048649605,143.91540662444484,0.0027271333333333332,0.002727,0.002725,0.002729,9.471264367815595e-13
189,avg,324.5021149666667,324.3902895,323.374268,328.702606,1.0068193603514142,8192,blockrandom,0.7,cuSPARSE CSR,3388.3345157454896,3389.471474580176,3345.004291739628,3400.120963786766,108.19111345000485,0.005009433333333335,0.005009,0.005005,0.005016,6.8057471264361464e-12
190,avg,214.347018,214.39897150000002,212.98381,215.796829,0.4506225685882057,8192,blockrandom,0.8,cuSPARSE CSR,5129.635406332634,5128.343920771722,5095.1241168423285,5162.418813786832,258.10250307577576,0.0039343,0.0039345000000000005,0.00393,0.003937,2.217241379310676e-12
191,avg,677.1047954000001,676.596802,675.480835,689.528015,5.946184824796597,8192,blockrandom,0.4,cuSPARSE CSR,1623.8626569148933,1625.0618290927641,1594.585867226874,1627.7465929525597,33.11406607999157,0.0071438333333333345,0.0071435000000000005,0.007141,0.007147,3.5229885057469747e-12
192,avg,108.13532276666665,108.24564749999999,106.810112,109.290627,0.31445991386556466,8192,blockrandom,0.9,cuSPARSE CSR,10168.187859053793,10157.559735341094,10060.438465377274,10294.078034259528,2793.1778046220898,0.002768266666666667,0.002768,0.00276,0.002774,7.926436781609336e-12
193,avg,439.31736043333325,439.24728400000004,438.137878,440.692566,0.3943166682857071,8192,blockrandom,0.6,cuSPARSE CSR,2502.777938985549,2503.1722938325966,2494.9629574100877,2509.510551324668,12.781273944347099,0.005583900000000002,0.005584,0.005582,0.005585,1.0586206896547954e-12
194,avg,556.5343017666668,555.9644774999999,555.051147,559.119385,1.5567981346983364,8192,blockrandom,0.5,cuSPARSE CSR,1975.6499406223581,1977.665282608011,1966.50600439475,1980.91947691444,19.54660586176662,0.005779166666666668,0.005778,0.005768,0.005792,3.6902298850574965e-11
195,avg,795.7278767666667,795.481781,793.751953,801.014771,1.9014657885808046,8192,blockrandom,0.3,cuSPARSE CSR,1381.7723900853448,1382.1958779382157,1372.648380008463,1385.2080912939814,5.699834565448354,0.007724366666666668,0.007724,0.007722,0.007727,1.4126436781612945e-12
