,run,time,size,pattern,sparsity,algorithm,gflops,rel_error
1405,9,16.815392,5376,blockrandom,0.7,cuBLAS GeMM with Tensors,18479.949486280188,0.101469
1406,9,93.511681,5376,blockrandom,0.7,cuSPARSE CSR,3323.0885321374985,0.00258
1407,4,430.219269,5376,blockrandom,0.7,Dense on GPU Coalescence,722.3005038205297,inf
1408,4,238.024643,5376,blockrandom,0.7,Dense WMMA,1305.526985926411,0.101337
1409,4,197.180679,5376,blockrandom,0.7,SpMM 1 Co,1575.9535687165373,0.0
1410,4,17.935392,5376,blockrandom,0.7,SpMM with Tensors,17325.943851798722,0.101337
1411,4,42.579712,5376,blockrandom,0.7,cuBLAS GeMM,7298.020116998443,0.101337
1412,4,16.399361,5376,blockrandom,0.7,cuBLAS GeMM with Tensors,18948.762378729272,0.101337
1413,4,93.278206,5376,blockrandom,0.7,cuSPARSE CSR,3331.406210278101,0.002578
1414,16,435.782776,5376,blockrandom,0.6,Dense on GPU Coalescence,713.0791115801236,inf
1415,16,243.863556,5376,blockrandom,0.6,Dense WMMA,1274.2682828425582,0.130949
1416,16,257.958923,5376,blockrandom,0.6,SpMM 1 Co,1204.639836211442,0.0
1417,16,26.136192,5376,blockrandom,0.6,SpMM with Tensors,11889.55126867755,0.130949
1418,16,43.759457,5376,blockrandom,0.6,cuBLAS GeMM,7101.267155851591,0.130949
1419,16,16.702463,5376,blockrandom,0.6,cuBLAS GeMM with Tensors,18604.89646059985,0.130949
1420,16,124.47744,5376,blockrandom,0.6,cuSPARSE CSR,2496.4169792694966,0.00286
1421,9,430.349304,5376,blockrandom,0.6,Dense on GPU Coalescence,722.0822524021091,inf
1422,9,241.295456,5376,blockrandom,0.6,Dense WMMA,1287.8302803679817,0.13104
1423,9,257.836761,5376,blockrandom,0.6,SpMM 1 Co,1205.210589625736,0.0
1424,9,26.100737,5376,blockrandom,0.6,SpMM with Tensors,11905.701925275136,0.13104
1425,9,43.065346,5376,blockrandom,0.6,cuBLAS GeMM,7215.7227008462905,0.13104
1426,9,16.635904,5376,blockrandom,0.6,cuBLAS GeMM with Tensors,18679.33325126185,0.13104
1427,9,124.446274,5376,blockrandom,0.6,cuSPARSE CSR,2497.0421754210174,0.002863
1428,18,433.217529,5376,blockrandom,0.9,Dense on GPU Coalescence,717.3015262547236,inf
1429,18,245.909882,5376,blockrandom,0.9,Dense WMMA,1263.6645271213622,0.031171
1430,18,66.145378,5376,blockrandom,0.9,SpMM 1 Co,4697.948732744411,0.0
1431,18,5.738624,5376,blockrandom,0.9,SpMM with Tensors,54150.192581357485,0.031171
1432,18,44.505089,5376,blockrandom,0.9,cuBLAS GeMM,6982.293524949473,0.031171
1433,18,17.081505,5376,blockrandom,0.9,cuBLAS GeMM with Tensors,18192.05010050344,0.031171
1434,18,33.698208,5376,blockrandom,0.9,cuSPARSE CSR,9221.487230181498,0.001467
1435,19,1619.393555,8192,blockrandom,0.4,Dense on GPU Coalescence,678.9650510718502,inf
1436,19,849.849487,8192,blockrandom,0.4,Dense WMMA,1293.772185069284,0.49062
1437,19,1298.332764,8192,blockrandom,0.4,SpMM 1 Co,846.8642695178876,0.0
1438,19,181.895493,8192,blockrandom,0.4,SpMM with Tensors,6044.74365824996,0.49062
1439,19,71.658493,8192,blockrandom,0.4,cuBLAS GeMM,15343.77268827018,0.087987
1440,19,43.182209,8192,blockrandom,0.4,cuBLAS GeMM with Tensors,25462.144092165363,0.087987
1441,19,677.257202,8192,blockrandom,0.4,cuSPARSE CSR,1623.4772026477467,0.007147
1442,27,5.320704,1280,blockrandom,0.5,Dense on GPU Coalescence,788.2986913010008,inf
1443,27,0.681984,1280,blockrandom,0.5,Dense WMMA,6150.15015015015,0.009204
1444,27,3.590144,1280,blockrandom,0.5,SpMM 1 Co,1168.282943525385,0.0
1445,27,0.3584,1280,blockrandom,0.5,SpMM with Tensors,11702.857142857143,0.009204
1446,27,49.755135,1280,blockrandom,0.5,cuBLAS GeMM,84.29891708664844,0.004335
1447,27,6.685312,1280,blockrandom,0.5,cuBLAS GeMM with Tensors,627.3909130942579,0.004335
1448,27,7.12816,1280,blockrandom,0.5,cuSPARSE CSR,588.4132791632062,0.000395
1449,21,1619.349487,8192,blockrandom,0.6,Dense on GPU Coalescence,678.9835280171365,inf
1450,21,851.988464,8192,blockrandom,0.6,Dense WMMA,1290.524078945745,0.319603
1451,21,852.632629,8192,blockrandom,0.6,SpMM 1 Co,1289.5490864166775,0.0
1452,21,105.596931,8192,blockrandom,0.6,SpMM with Tensors,10412.344538460118,0.319603
1453,21,74.333183,8192,blockrandom,0.6,cuBLAS GeMM,14791.666163091657,0.061457
1454,21,43.320351,8192,blockrandom,0.6,cuBLAS GeMM with Tensors,25380.949193509536,0.061457
1455,21,440.568817,8192,blockrandom,0.6,cuSPARSE CSR,2495.6637541054115,0.005585
1456,28,165.335037,4096,blockrandom,0.3,Dense on GPU Coalescence,831.2754269501872,inf
1457,28,19.527905,4096,blockrandom,0.3,Dense WMMA,7038.07978746312,0.143142
1458,28,196.551682,4096,blockrandom,0.3,SpMM 1 Co,699.2509658197685,0.0
1459,28,14.983296,4096,blockrandom,0.3,SpMM with Tensors,9172.811741288433,0.143142
1460,28,37.808159,4096,blockrandom,0.3,cuBLAS GeMM,3635.16651186322,0.143142
1461,28,10.899328,4096,blockrandom,0.3,cuBLAS GeMM with Tensors,12609.855715141337,0.143142
1462,28,99.262817,4096,blockrandom,0.3,cuSPARSE CSR,1384.5965450688348,0.002725
1463,3,169.896957,4096,blockrandom,0.6,Dense on GPU Coalescence,808.954768224601,inf
1464,3,19.548321,4096,blockrandom,0.6,Dense WMMA,7030.729312865284,0.078233
1465,3,104.528671,4096,blockrandom,0.6,SpMM 1 Co,1314.8445508505508,0.0
1466,3,6.683744,4096,blockrandom,0.6,SpMM with Tensors,20563.168408604517,0.078233
1467,3,37.757954,4096,blockrandom,0.6,cuBLAS GeMM,3640.000024153851,0.078233
1468,3,10.748928,4096,blockrandom,0.6,cuBLAS GeMM with Tensors,12786.293988758693,0.078233
1469,3,56.307903,4096,blockrandom,0.6,cuSPARSE CSR,2440.8465978923064,0.00197
1470,17,166.396133,4096,blockrandom,0.5,Dense on GPU Coalescence,825.9744442017773,inf
1471,17,19.547136,4096,blockrandom,0.5,Dense WMMA,7031.155534601079,0.093491
1472,17,135.121918,4096,blockrandom,0.5,SpMM 1 Co,1017.1477396583432,0.0
1473,17,9.509888,4096,blockrandom,0.5,SpMM with Tensors,14452.215785506622,0.093491
1474,17,37.532417,4096,blockrandom,0.5,cuBLAS GeMM,3661.873240724145,0.093491
1475,17,11.087232,4096,blockrandom,0.5,cuBLAS GeMM with Tensors,12396.146619102044,0.093491
1476,17,70.092194,4096,blockrandom,0.5,cuSPARSE CSR,1960.8310944297164,0.002073
1477,22,1618.761963,8192,blockrandom,0.5,Dense on GPU Coalescence,679.2299627168841,inf
1478,22,852.989807,8192,blockrandom,0.5,Dense WMMA,1289.0091050947342,0.376211
1479,22,1061.396484,8192,blockrandom,0.5,SpMM 1 Co,1035.9103731268813,0.0
1480,22,143.371262,8192,blockrandom,0.5,SpMM with Tensors,7668.982001260476,0.376211
1481,22,69.794083,8192,blockrandom,0.5,cuBLAS GeMM,15753.651033369119,0.075882
1482,22,42.978336,8192,blockrandom,0.5,cuBLAS GeMM with Tensors,25582.926890794468,0.075882
1483,22,556.438354,8192,blockrandom,0.5,cuSPARSE CSR,1975.9810226453226,0.005778
1484,12,168.665085,4096,blockrandom,0.7,Dense on GPU Coalescence,814.8630967221225,inf
1485,12,19.529728,4096,blockrandom,0.7,Dense WMMA,7037.422818791946,0.058642
1486,12,78.189987,4096,blockrandom,0.7,SpMM 1 Co,1757.7564435712209,0.0
1487,12,4.948992,4096,blockrandom,0.7,SpMM with Tensors,27771.100351748395,0.058642
1488,12,37.582272,4096,blockrandom,0.7,cuBLAS GeMM,3657.0155596766476,0.058642
1489,12,11.023744,4096,blockrandom,0.7,cuBLAS GeMM with Tensors,12467.53856693334,0.058642
1490,12,43.428864,4096,blockrandom,0.7,cuSPARSE CSR,3164.6914243946144,0.001758
1491,10,431.499268,5376,blockrandom,0.9,Dense on GPU Coalescence,720.1578723234358,inf
1492,10,247.838715,5376,blockrandom,0.9,Dense WMMA,1253.8299141520322,0.031136
1493,10,66.735329,5376,blockrandom,0.9,SpMM 1 Co,4656.418113290489,0.0
1494,10,5.771424,5376,blockrandom,0.9,SpMM with Tensors,53842.44767877044,0.031136
1495,10,43.261345,5376,blockrandom,0.9,cuBLAS GeMM,7183.031289295328,0.031136
1496,10,16.647167,5376,blockrandom,0.9,cuBLAS GeMM with Tensors,18666.69534534014,0.031136
1497,10,33.532928,5376,blockrandom,0.9,cuSPARSE CSR,9266.93889516597,0.001463
1498,0,1617.687256,8192,blockrandom,0.9,Dense on GPU Coalescence,679.6812076610685,inf
1499,0,846.040039,8192,blockrandom,0.9,Dense WMMA,1299.597627880115,0.075259
1500,0,243.715942,8192,blockrandom,0.9,SpMM 1 Co,4511.4472970176075,0.0
1501,0,24.783873,8192,blockrandom,0.9,SpMM with Tensors,44363.99540039606,0.075259
1502,0,70.454269,8192,blockrandom,0.9,cuBLAS GeMM,15606.032727072932,0.013457
1503,0,42.824703,8192,blockrandom,0.9,cuBLAS GeMM with Tensors,25674.705269432925,0.013457
1504,0,107.391998,8192,blockrandom,0.9,cuSPARSE CSR,10238.301253842023,0.00277
1505,8,165.155838,4096,blockrandom,0.5,Dense on GPU Coalescence,832.1773855308705,inf
1506,8,19.547136,4096,blockrandom,0.5,Dense WMMA,7031.155534601079,0.093351
1507,8,134.914215,4096,blockrandom,0.5,SpMM 1 Co,1018.7136579492384,0.0
1508,8,9.458688,4096,blockrandom,0.5,SpMM with Tensors,14530.44581574104,0.093351
1509,8,38.632446,4096,blockrandom,0.5,cuBLAS GeMM,3557.6042343267627,0.093351
1510,8,11.019104,4096,blockrandom,0.5,cuBLAS GeMM with Tensors,12472.788483709746,0.093351
1511,8,70.947838,4096,blockrandom,0.5,cuSPARSE CSR,1937.1831101040739,0.002069
1512,5,431.792419,5376,blockrandom,0.5,Dense on GPU Coalescence,719.668945257698,inf
1513,5,252.184998,5376,blockrandom,0.5,Dense WMMA,1232.2207792550769,0.175985
1514,5,315.94809,5376,blockrandom,0.5,SpMM 1 Co,983.5400326427041,0.0
1515,5,31.840256,5376,blockrandom,0.5,SpMM with Tensors,9759.582170193606,0.175985
1516,5,43.492352,5376,blockrandom,0.5,cuBLAS GeMM,7144.879052574577,0.175985
1517,5,16.677889,5376,blockrandom,0.5,cuBLAS GeMM with Tensors,18632.309805635472,0.175985
1518,5,156.683258,5376,blockrandom,0.5,cuSPARSE CSR,1983.2852515231716,0.003485
1519,14,164.851624,4096,blockrandom,0.8,Dense on GPU Coalescence,833.7130695903851,inf
1520,14,19.528095,4096,blockrandom,0.8,Dense WMMA,7038.011309961366,0.037683
1521,14,52.980736,4096,blockrandom,0.8,SpMM 1 Co,2594.130694447129,0.0
1522,14,3.400704,4096,blockrandom,0.8,SpMM with Tensors,40414.853357422464,0.037683
1523,14,38.414398,4096,blockrandom,0.8,cuBLAS GeMM,3577.7979254549296,0.037683
1524,14,11.195616,4096,blockrandom,0.8,cuBLAS GeMM with Tensors,12276.140363513718,0.037683
1525,14,30.017536,4096,blockrandom,0.8,cuSPARSE CSR,4578.622091833254,0.001389
1526,20,166.177597,4096,blockrandom,0.9,Dense on GPU Coalescence,827.0606625272118,inf
1527,20,19.542048,4096,blockrandom,0.9,Dense WMMA,7032.986177907249,0.017748
1528,20,27.203392,4096,blockrandom,0.9,SpMM 1 Co,5052.272653057384,0.0
1529,20,1.908736,4096,blockrandom,0.9,SpMM with Tensors,72005.21888412017,0.017748
1530,20,36.660095,4096,blockrandom,0.9,cuBLAS GeMM,3749.007018994359,0.017748
1531,20,10.755072,4096,blockrandom,0.9,cuBLAS GeMM with Tensors,12778.989622012758,0.017748
1532,20,17.485825,4096,blockrandom,0.9,cuSPARSE CSR,7860.021101206263,0.000981
1533,19,431.630707,5376,blockrandom,0.6,Dense on GPU Coalescence,719.938571821768,inf
1534,19,245.368225,5376,blockrandom,0.6,Dense WMMA,1266.454100778534,0.13096
1535,19,256.256012,5376,blockrandom,0.6,SpMM 1 Co,1212.6450900671941,0.0
1536,19,26.557535,5376,blockrandom,0.6,SpMM with Tensors,11700.920087349974,0.13096
1537,19,49.694912,5376,blockrandom,0.6,cuBLAS GeMM,6253.1068523071335,0.13096
1538,19,16.768288,5376,blockrandom,0.6,cuBLAS GeMM with Tensors,18531.861735199207,0.13096
1539,19,124.818848,5376,blockrandom,0.6,cuSPARSE CSR,2489.588709807673,0.002862
1540,9,1618.306396,8192,blockrandom,0.5,Dense on GPU Coalescence,679.4211717222923,inf
1541,9,851.918823,8192,blockrandom,0.5,Dense WMMA,1290.6295741935967,0.376264
1542,9,1047.583008,8192,blockrandom,0.5,SpMM 1 Co,1049.5699332458053,0.0
1543,9,129.908737,8192,blockrandom,0.5,SpMM with Tensors,8463.723481323661,0.376264
1544,9,74.768387,8192,blockrandom,0.5,cuBLAS GeMM,14705.568381139477,0.075876
1545,9,43.84243,8192,blockrandom,0.5,cuBLAS GeMM with Tensors,25078.71091488314,0.075876
1546,9,555.818054,8192,blockrandom,0.5,cuSPARSE CSR,1978.1862425361232,0.005779
1547,28,165.176346,4096,blockrandom,0.5,Dense on GPU Coalescence,832.0740638735282,inf
1548,28,19.550848,4096,blockrandom,0.5,Dense WMMA,7029.820572079533,0.09322
1549,28,134.685379,4096,blockrandom,0.5,SpMM 1 Co,1020.4444943649006,0.0
1550,28,9.7704,4096,blockrandom,0.5,SpMM with Tensors,14066.870698436092,0.09322
1551,28,119.302147,4096,blockrandom,0.5,cuBLAS GeMM,1152.0241414599186,0.09322
1552,28,10.824704,4096,blockrandom,0.5,cuBLAS GeMM with Tensors,12696.786302147384,0.09322
1553,28,74.416451,4096,blockrandom,0.5,cuSPARSE CSR,1846.8893856816687,0.002064
1554,2,431.78598,5376,blockrandom,0.3,Dense on GPU Coalescence,719.679677306799,inf
1555,2,243.079071,5376,blockrandom,0.3,Dense WMMA,1278.3807074530082,0.229818
1556,2,437.864441,5376,blockrandom,0.3,SpMM 1 Co,709.6890399282274,0.0
1557,2,39.998337,5376,blockrandom,0.3,SpMM with Tensors,7769.012865509883,0.229818
1558,2,43.925823,5376,blockrandom,0.3,cuBLAS GeMM,7074.371600322662,0.229818
1559,2,16.720896,5376,blockrandom,0.3,cuBLAS GeMM with Tensors,18584.38655153408,0.229818
1560,2,222.621597,5376,blockrandom,0.3,cuSPARSE CSR,1395.8555636091319,0.003673
1561,17,1618.634766,8192,blockrandom,0.4,Dense on GPU Coalescence,679.2833385712661,inf
1562,17,848.647156,8192,blockrandom,0.4,Dense WMMA,1295.6051522736736,0.490485
1563,17,1260.107788,8192,blockrandom,0.4,SpMM 1 Co,872.5536325119514,0.0
1564,17,153.817093,8192,blockrandom,0.4,SpMM with Tensors,7148.175838793157,0.490485
1565,17,70.976349,8192,blockrandom,0.4,cuBLAS GeMM,15491.239592726868,0.087888
1566,17,43.567104,8192,blockrandom,0.4,cuBLAS GeMM with Tensors,25237.19795045363,0.087888
1567,17,676.536133,8192,blockrandom,0.4,cuSPARSE CSR,1625.207544939806,0.007146
1568,17,165.074951,4096,blockrandom,0.8,Dense on GPU Coalescence,832.5851538311224,inf
1569,17,19.545441,4096,blockrandom,0.8,Dense WMMA,7031.7652833722195,0.037686
1570,17,53.271297,4096,blockrandom,0.8,SpMM 1 Co,2579.981363547428,0.0
1571,17,3.40816,4096,blockrandom,0.8,SpMM with Tensors,40326.43815783296,0.037686
1572,17,39.341217,4096,blockrandom,0.8,cuBLAS GeMM,3493.51046949056,0.037686
1573,17,10.786816,4096,blockrandom,0.8,cuBLAS GeMM with Tensors,12741.382950446174,0.037686
1574,17,30.397568,4096,blockrandom,0.8,cuSPARSE CSR,4521.3799167091265,0.001387
1575,24,431.30368,5376,blockrandom,0.9,Dense on GPU Coalescence,720.4844501952778,inf
1576,24,248.237061,5376,blockrandom,0.9,Dense WMMA,1251.8178933483264,0.031133
1577,24,105.857025,5376,blockrandom,0.9,SpMM 1 Co,2935.540600654515,0.0
1578,24,5.742592,5376,blockrandom,0.9,SpMM with Tensors,54112.776034236806,0.031133
1579,24,44.93824,5376,blockrandom,0.9,cuBLAS GeMM,6914.992548706848,0.031133
1580,24,16.583649,5376,blockrandom,0.9,cuBLAS GeMM with Tensors,18738.191742480798,0.031133
1581,24,33.715935,5376,blockrandom,0.9,cuSPARSE CSR,9216.638801563711,0.001463
1582,18,5.271552,1280,blockrandom,0.8,Dense on GPU Coalescence,795.6487956487956,inf
1583,18,0.681984,1280,blockrandom,0.8,Dense WMMA,6150.15015015015,0.003245
1584,18,1.501184,1280,blockrandom,0.8,SpMM 1 Co,2793.9972714870396,0.0
1585,18,0.150688,1280,blockrandom,0.8,SpMM with Tensors,27834.359736674454,0.003245
1586,18,33.754112,1280,blockrandom,0.8,cuBLAS GeMM,124.26053453872524,0.001507
1587,18,6.415744,1280,blockrandom,0.8,cuBLAS GeMM with Tensors,653.7517706442152,0.001507
1588,18,5.981184,1280,blockrandom,0.8,cuSPARSE CSR,701.2497859955487,0.000241
1589,21,434.121918,5376,blockrandom,0.4,Dense on GPU Coalescence,715.8072003911122,inf
1590,21,247.848068,5376,blockrandom,0.4,Dense WMMA,1253.7825985877769,0.207426
1591,21,378.813293,5376,blockrandom,0.4,SpMM 1 Co,820.3186120820739,0.0
1592,21,36.234241,5376,blockrandom,0.4,SpMM with Tensors,8576.075727707392,0.207426
1593,21,45.689919,5376,blockrandom,0.4,cuBLAS GeMM,6801.22883894804,0.207426
1594,21,16.924831,5376,blockrandom,0.4,cuBLAS GeMM with Tensors,18360.454810567975,0.207426
1595,21,189.783264,5376,blockrandom,0.4,cuSPARSE CSR,1637.3814434554145,0.003662
1596,11,1618.401489,8192,blockrandom,0.4,Dense on GPU Coalescence,679.3812507274578,inf
1597,11,864.84375,8192,blockrandom,0.4,Dense WMMA,1271.3413582233784,0.49051
1598,11,1255.315552,8192,blockrandom,0.4,SpMM 1 Co,875.8846538818314,0.0
1599,11,159.407257,8192,blockrandom,0.4,SpMM with Tensors,6897.500455553288,0.49051
1600,11,72.54528,8192,blockrandom,0.4,cuBLAS GeMM,15156.211786294021,0.087916
1601,11,43.378368,8192,blockrandom,0.4,cuBLAS GeMM with Tensors,25347.00309094155,0.087916
1602,11,676.124329,8192,blockrandom,0.4,cuSPARSE CSR,1626.1974027797482,0.007145
1603,3,431.658112,5376,blockrandom,0.4,Dense on GPU Coalescence,719.8928645455411,inf
1604,3,238.409378,5376,blockrandom,0.4,Dense WMMA,1303.4201815332951,0.207386
1605,3,373.397491,5376,blockrandom,0.4,SpMM 1 Co,832.2166116322404,0.0
1606,3,36.228096,5376,blockrandom,0.4,SpMM with Tensors,8577.530399389469,0.207386
1607,3,44.174946,5376,blockrandom,0.4,cuBLAS GeMM,7034.475939189603,0.207386
1608,3,16.784384,5376,blockrandom,0.4,cuBLAS GeMM with Tensors,18514.08992739918,0.207386
1609,3,189.933563,5376,blockrandom,0.4,cuSPARSE CSR,1636.0857441083228,0.00366
1610,6,429.935608,5376,blockrandom,0.8,Dense on GPU Coalescence,722.7770600289521,inf
1611,6,245.43129,5376,blockrandom,0.8,Dense WMMA,1266.128678018194,0.06457
1612,6,130.505981,5376,blockrandom,0.8,SpMM 1 Co,2381.0984935012293,0.0
1613,6,11.232544,5376,blockrandom,0.8,SpMM with Tensors,27664.934564422805,0.06457
1614,6,43.006977,5376,blockrandom,0.8,cuBLAS GeMM,7225.515868088101,0.06457
1615,6,16.281601,5376,blockrandom,0.8,cuBLAS GeMM with Tensors,19085.813167390606,0.06457
1616,6,63.104,5376,blockrandom,0.8,cuSPARSE CSR,4924.372381338742,0.002051
1617,6,165.825531,4096,blockrandom,0.4,Dense on GPU Coalescence,828.8166040728674,inf
1618,6,19.547136,4096,blockrandom,0.4,Dense WMMA,7031.155534601079,0.120774
1619,6,167.009277,4096,blockrandom,0.4,SpMM 1 Co,822.9420301723718,0.0
1620,6,13.076352,4096,blockrandom,0.4,SpMM with Tensors,10510.496618017012,0.120774
1621,6,36.695042,4096,blockrandom,0.4,cuBLAS GeMM,3745.436603451769,0.120774
1622,6,10.786816,4096,blockrandom,0.4,cuBLAS GeMM with Tensors,12741.382950446174,0.120774
1623,6,84.149635,4096,blockrandom,0.4,cuSPARSE CSR,1633.2685634584154,0.002517
1624,2,170.209442,4096,blockrandom,0.7,Dense on GPU Coalescence,807.469620116609,inf
1625,2,19.52256,4096,blockrandom,0.7,Dense WMMA,7040.00671387359,0.058506
1626,2,78.355682,4096,blockrandom,0.7,SpMM 1 Co,1754.0394003845183,0.0
1627,2,4.922368,4096,blockrandom,0.7,SpMM with Tensors,27921.3080923653,0.058506
1628,2,36.946945,4096,blockrandom,0.7,cuBLAS GeMM,3719.900345536011,0.058506
1629,2,10.626208,4096,blockrandom,0.7,cuBLAS GeMM with Tensors,12933.960399796428,0.058506
1630,2,43.036671,4096,blockrandom,0.7,cuSPARSE CSR,3193.531243901277,0.001751
1631,7,1615.129761,8192,blockrandom,0.7,Dense on GPU Coalescence,680.757456351521,inf
1632,7,845.115662,8192,blockrandom,0.7,Dense WMMA,1301.0191116017916,0.240915
1633,7,664.823792,8192,blockrandom,0.7,SpMM 1 Co,1653.839169125283,0.0
1634,7,80.401405,8192,blockrandom,0.7,SpMM with Tensors,13675.278781210352,0.240915
1635,7,71.146881,8192,blockrandom,0.7,cuBLAS GeMM,15454.108631634885,0.043378
1636,7,43.216896,8192,blockrandom,0.7,cuBLAS GeMM with Tensors,25441.707515875274,0.043378
1637,7,324.938141,8192,blockrandom,0.7,cuSPARSE CSR,3383.75674949159,0.005008
1638,9,5.265344,1280,blockrandom,0.7,Dense on GPU Coalescence,796.5868896695068,inf
1639,9,0.695296,1280,blockrandom,0.7,Dense WMMA,6032.40058910162,0.005218
1640,9,2.178048,1280,blockrandom,0.7,SpMM 1 Co,1925.716972261401,0.0
1641,9,0.19456,1280,blockrandom,0.7,SpMM with Tensors,21557.894736842107,0.005218
1642,9,33.763519,1280,blockrandom,0.7,cuBLAS GeMM,124.22591377397599,0.002423
1643,9,6.526176,1280,blockrandom,0.7,cuBLAS GeMM with Tensors,642.6893788950835,0.002423
1644,9,6.373376,1280,blockrandom,0.7,cuSPARSE CSR,658.0976863753214,0.0003
1645,19,436.397034,5376,blockrandom,0.5,Dense on GPU Coalescence,712.0754050587796,inf
1646,19,244.572006,5376,blockrandom,0.5,Dense WMMA,1270.5771189201432,0.17595
1647,19,316.333466,5376,blockrandom,0.5,SpMM 1 Co,982.3418264319843,0.0
1648,19,31.736864,5376,blockrandom,0.5,SpMM with Tensors,9791.376827653798,0.17595
1649,19,44.062721,5376,blockrandom,0.5,cuBLAS GeMM,7052.392310316015,0.17595
1650,19,16.409599,5376,blockrandom,0.5,cuBLAS GeMM with Tensors,18936.940186777265,0.17595
1651,19,155.987961,5376,blockrandom,0.5,cuSPARSE CSR,1992.125499685197,0.003486
1652,7,5.33872,1280,blockrandom,0.4,Dense on GPU Coalescence,785.6385051098391,inf
1653,7,0.692224,1280,blockrandom,0.4,Dense WMMA,6059.171597633136,0.011181
1654,7,4.237312,1280,blockrandom,0.4,SpMM 1 Co,989.8501691638472,0.0
1655,7,0.326656,1280,blockrandom,0.4,SpMM with Tensors,12840.12539184953,0.011181
1656,7,72.169472,1280,blockrandom,0.4,cuBLAS GeMM,58.117426714719485,0.005263
1657,7,6.374656,1280,blockrandom,0.4,cuBLAS GeMM with Tensors,657.9655435524678,0.005263
1658,7,7.506176,1280,blockrandom,0.4,cuSPARSE CSR,558.780396302991,0.000429
1659,13,1617.630249,8192,blockrandom,0.4,Dense on GPU Coalescence,679.7051603453293,inf
1660,13,849.090515,8192,blockrandom,0.4,Dense WMMA,1294.928642296752,0.490575
1661,13,1237.400635,8192,blockrandom,0.4,SpMM 1 Co,888.565591996807,0.0
1662,13,168.287582,8192,blockrandom,0.4,SpMM with Tensors,6533.527992433809,0.490575
1663,13,69.763069,8192,blockrandom,0.4,cuBLAS GeMM,15760.654505838898,0.088143
1664,13,43.608418,8192,blockrandom,0.4,cuBLAS GeMM with Tensors,25213.288585153445,0.088143
1665,13,675.955688,8192,blockrandom,0.4,cuSPARSE CSR,1626.6031151083382,0.007146
1666,23,5.329504,1280,blockrandom,0.4,Dense on GPU Coalescence,786.9970638918744,inf
1667,23,0.684032,1280,blockrandom,0.4,Dense WMMA,6131.736526946108,0.011214
1668,23,4.212992,1280,blockrandom,0.4,SpMM 1 Co,995.564197605882,0.0
1669,23,0.315392,1280,blockrandom,0.4,SpMM with Tensors,13298.701298701299,0.011214
1670,23,34.066433,1280,blockrandom,0.4,cuBLAS GeMM,123.1213141687009,0.005283
1671,23,6.322496,1280,blockrandom,0.4,cuBLAS GeMM with Tensors,663.3936976788914,0.005283
1672,23,7.502848,1280,blockrandom,0.4,cuSPARSE CSR,559.0282516718985,0.000431
1673,6,1614.848389,8192,blockrandom,0.7,Dense on GPU Coalescence,680.876071875005,inf
1674,6,846.340088,8192,blockrandom,0.7,Dense WMMA,1299.1368876006734,0.240899
1675,6,659.914734,8192,blockrandom,0.7,SpMM 1 Co,1666.1419591458916,0.0
1676,6,80.39949,8192,blockrandom,0.7,SpMM with Tensors,13675.604506645503,0.240899
1677,6,71.24691,8192,blockrandom,0.7,cuBLAS GeMM,15432.411423541034,0.043348
1678,6,43.718048,8192,blockrandom,0.7,cuBLAS GeMM with Tensors,25150.06223004284,0.043348
1679,6,323.575806,8192,blockrandom,0.7,cuSPARSE CSR,3398.003210957002,0.005005
1680,14,1616.141357,8192,blockrandom,0.7,Dense on GPU Coalescence,680.3313478822138,inf
1681,14,846.106812,8192,blockrandom,0.7,Dense WMMA,1299.4950663226666,0.240944
1682,14,661.42218,8192,blockrandom,0.7,SpMM 1 Co,1662.3446582574536,0.0
1683,14,80.344063,8192,blockrandom,0.7,SpMM with Tensors,13685.038902949182,0.240944
1684,14,72.093697,8192,blockrandom,0.7,cuBLAS GeMM,15251.147791408173,0.043372
1685,14,43.254784,8192,blockrandom,0.7,cuBLAS GeMM with Tensors,25419.422456854714,0.043372
1686,14,328.702606,8192,blockrandom,0.7,cuSPARSE CSR,3345.004291739628,0.005008
1687,28,434.949158,5376,blockrandom,0.6,Dense on GPU Coalescence,714.4457898962066,inf
1688,28,244.244476,5376,blockrandom,0.6,Dense WMMA,1272.2809532527565,0.130843
1689,28,257.285126,5376,blockrandom,0.6,SpMM 1 Co,1207.7946346264882,0.0
1690,28,26.073153,5376,blockrandom,0.6,SpMM with Tensors,11918.29752051852,0.130843
1691,28,44.601601,5376,blockrandom,0.6,cuBLAS GeMM,6967.184759847522,0.130843
1692,28,16.304224,5376,blockrandom,0.6,cuBLAS GeMM with Tensors,19059.330560718496,0.130843
1693,28,123.599907,5376,blockrandom,0.6,cuSPARSE CSR,2514.141007824545,0.002858
1694,21,1615.730469,8192,blockrandom,0.4,Dense on GPU Coalescence,680.5043594037713,inf
1695,21,849.869202,8192,blockrandom,0.4,Dense WMMA,1293.742172546688,0.490513
1696,21,1245.322266,8192,blockrandom,0.4,SpMM 1 Co,882.9133291799667,0.0
1697,21,157.57312,8192,blockrandom,0.4,SpMM with Tensors,6977.786742916558,0.490513
1698,21,71.514114,8192,blockrandom,0.4,cuBLAS GeMM,15374.750049703476,0.087924
1699,21,43.118591,8192,blockrandom,0.4,cuBLAS GeMM with Tensors,25499.71143018101,0.087924
1700,21,675.963867,8192,blockrandom,0.4,cuSPARSE CSR,1626.5834336023763,0.007143
