,run,time,size,pattern,sparsity,algorithm,gflops,rel_error
3443,23,63.65184,5376,blockrandom,0.8,cuSPARSE CSR,4881.989189189189,0.002043
3444,2,166.239227,4096,blockrandom,0.6,Dense on GPU Coalescence,826.7540456741898,inf
3445,2,19.544064,4096,blockrandom,0.6,Dense WMMA,7032.26071465996,0.078283
3446,2,104.64061,4096,blockrandom,0.6,SpMM 1 Co,1313.4379995682364,0.0
3447,2,6.754304,4096,blockrandom,0.6,SpMM with Tensors,20348.351728320195,0.078283
3448,2,37.235039,4096,blockrandom,0.6,cuBLAS GeMM,3691.118826866275,0.078283
3449,2,18.395136,4096,blockrandom,0.6,cuBLAS GeMM with Tensors,7471.483411266979,0.078283
3450,2,56.876034,4096,blockrandom,0.6,cuSPARSE CSR,2416.465140167825,0.00197
3451,25,1618.168579,8192,blockrandom,0.6,Dense on GPU Coalescence,679.4790370082943,inf
3452,25,853.206726,8192,blockrandom,0.6,Dense WMMA,1288.6813878398798,0.319684
3453,25,848.993286,8192,blockrandom,0.6,SpMM 1 Co,1295.0769410159976,0.0
3454,25,105.015297,8192,blockrandom,0.6,SpMM with Tensors,10470.013980687023,0.319684
3455,25,71.531517,8192,blockrandom,0.6,cuBLAS GeMM,15371.009505865784,0.061451
3456,25,43.840511,8192,blockrandom,0.6,cuBLAS GeMM with Tensors,25079.808667741123,0.061451
3457,25,438.400177,8192,blockrandom,0.6,cuSPARSE CSR,2508.009087268229,0.005585
3458,1,1617.859619,8192,blockrandom,0.6,Dense on GPU Coalescence,679.6087960064228,inf
3459,1,851.807251,8192,blockrandom,0.6,Dense WMMA,1290.7986243192945,0.319628
3460,1,861.574158,8192,blockrandom,0.6,SpMM 1 Co,1276.165977782263,0.0
3461,1,105.009117,8192,blockrandom,0.6,SpMM with Tensors,10470.630162293432,0.319628
3462,1,70.018173,8192,blockrandom,0.6,cuBLAS GeMM,15703.232184821503,0.061462
3463,1,43.3288,8192,blockrandom,0.6,cuBLAS GeMM with Tensors,25375.99997636676,0.061462
3464,1,439.444489,8192,blockrandom,0.6,cuSPARSE CSR,2502.048962493645,0.005584
3465,7,169.737213,4096,blockrandom,0.5,Dense on GPU Coalescence,809.7160960926111,inf
3466,7,19.538944,4096,blockrandom,0.5,Dense WMMA,7034.103453697396,0.093222
3467,7,134.902817,4096,blockrandom,0.5,SpMM 1 Co,1018.7997295267749,0.0
3468,7,9.778176,4096,blockrandom,0.5,SpMM with Tensors,14055.684155408944,0.093222
3469,7,36.961472,4096,blockrandom,0.5,cuBLAS GeMM,3718.4383098162325,0.093222
3470,7,10.948704,4096,blockrandom,0.5,cuBLAS GeMM with Tensors,12552.988323732197,0.093222
3471,7,70.873085,4096,blockrandom,0.5,cuSPARSE CSR,1939.226343427833,0.002064
3472,29,1624.069824,8192,blockrandom,0.3,Dense on GPU Coalescence,677.0100715669722,inf
3473,29,843.691895,8192,blockrandom,0.3,Dense WMMA,1303.2146382963654,0.579918
3474,29,1469.950317,8192,blockrandom,0.3,SpMM 1 Co,747.9923743409078,0.0
3475,29,265.55365,8192,blockrandom,0.3,SpMM with Tensors,4140.450066402777,0.579918
3476,29,72.141823,8192,blockrandom,0.3,cuBLAS GeMM,15240.973710575625,0.107346
3477,29,43.27219,8192,blockrandom,0.3,cuBLAS GeMM with Tensors,25409.19763423113,0.107346
3478,29,795.560974,8192,blockrandom,0.3,cuSPARSE CSR,1382.058275493036,0.007724
3479,9,1615.367188,8192,blockrandom,0.3,Dense on GPU Coalescence,680.6573984812177,inf
3480,9,841.600342,8192,blockrandom,0.3,Dense WMMA,1306.4533994402773,0.580012
3481,9,1459.795654,8192,blockrandom,0.3,SpMM 1 Co,753.195575533615,0.0
3482,9,251.258118,8192,blockrandom,0.3,SpMM with Tensors,4376.0242913862785,0.580012
3483,9,71.141281,8192,blockrandom,0.3,cuBLAS GeMM,15455.32512657454,0.107375
3484,9,43.183105,8192,blockrandom,0.3,cuBLAS GeMM with Tensors,25461.615781820226,0.107375
3485,9,795.402588,8192,blockrandom,0.3,cuSPARSE CSR,1382.3334803833955,0.007726
3486,29,429.727783,5376,blockrandom,0.4,Dense on GPU Coalescence,723.1266095541232,inf
3487,29,244.766373,5376,blockrandom,0.4,Dense WMMA,1269.5681638915325,0.207359
3488,29,378.619904,5376,blockrandom,0.4,SpMM 1 Co,820.7376090613557,0.0
3489,29,36.301792,5376,blockrandom,0.4,SpMM with Tensors,8560.117218235397,0.207359
3490,29,55.61552,5376,blockrandom,0.4,cuBLAS GeMM,5587.425861558068,0.207359
3491,29,17.160513,5376,blockrandom,0.4,cuBLAS GeMM with Tensors,18108.292843692958,0.207359
3492,29,190.020615,5376,blockrandom,0.4,cuSPARSE CSR,1635.3362226093207,0.003661
3493,0,433.034241,5376,blockrandom,0.4,Dense on GPU Coalescence,717.6051344909697,inf
3494,0,249.596283,5376,blockrandom,0.4,Dense WMMA,1245.0008911070202,0.207441
3495,0,377.962921,5376,blockrandom,0.4,SpMM 1 Co,822.1642322210755,0.0
3496,0,36.319138,5376,blockrandom,0.4,SpMM with Tensors,8556.028911038582,0.207441
3497,0,43.005791,5376,blockrandom,0.4,cuBLAS GeMM,7225.715131062233,0.207441
3498,0,16.203775,5376,blockrandom,0.4,cuBLAS GeMM with Tensors,19177.481466633548,0.207441
3499,0,189.971451,5376,blockrandom,0.4,cuSPARSE CSR,1635.7594423595785,0.003661
3500,24,431.824677,5376,blockrandom,0.5,Dense on GPU Coalescence,719.6151848265031,inf
3501,24,250.38652,5376,blockrandom,0.5,Dense WMMA,1241.0715830548704,0.175891
3502,24,313.256958,5376,blockrandom,0.5,SpMM 1 Co,991.9894413071585,0.0
3503,24,31.720448,5376,blockrandom,0.5,SpMM with Tensors,9796.44407140782,0.175891
3504,24,44.96896,5376,blockrandom,0.5,cuBLAS GeMM,6910.268655356939,0.175891
3505,24,16.954369,5376,blockrandom,0.5,cuBLAS GeMM with Tensors,18328.4671197141,0.175891
3506,24,156.990463,5376,blockrandom,0.5,cuSPARSE CSR,1979.40428236077,0.003485
3507,25,167.526398,4096,blockrandom,0.5,Dense on GPU Coalescence,820.4017701854964,inf
3508,25,19.527872,4096,blockrandom,0.5,Dense WMMA,7038.091681059769,0.093235
3509,25,134.977539,4096,blockrandom,0.5,SpMM 1 Co,1018.2357338134606,0.0
3510,25,9.537792,4096,blockrandom,0.5,SpMM with Tensors,14409.93402582065,0.093235
3511,25,40.076546,4096,blockrandom,0.5,cuBLAS GeMM,3429.4111441639707,0.093235
3512,25,10.751104,4096,blockrandom,0.5,cuBLAS GeMM with Tensors,12783.70607074399,0.093235
3513,25,70.114304,4096,blockrandom,0.5,cuSPARSE CSR,1960.2127616071036,0.002064
3514,29,1618.626587,8192,blockrandom,0.4,Dense on GPU Coalescence,679.2867710234887,inf
3515,29,850.56604,8192,blockrandom,0.4,Dense WMMA,1292.6822563665955,0.490355
3516,29,1242.573853,8192,blockrandom,0.4,SpMM 1 Co,884.8662195179799,0.0
3517,29,214.539261,8192,blockrandom,0.4,SpMM with Tensors,5124.990282202939,0.490355
3518,29,70.880257,8192,blockrandom,0.4,cuBLAS GeMM,15512.240986598003,0.088018
3519,29,43.273216,8192,blockrandom,0.4,cuBLAS GeMM with Tensors,25408.59518682411,0.088018
3520,29,676.154419,8192,blockrandom,0.4,cuSPARSE CSR,1626.1250342815551,0.007141
3521,27,457.078094,5376,blockrandom,0.4,Dense on GPU Coalescence,679.8566783907172,inf
3522,27,246.533249,5376,blockrandom,0.4,Dense WMMA,1260.4693119993726,0.207448
3523,27,377.453644,5376,blockrandom,0.4,SpMM 1 Co,823.2735322380408,0.0
3524,27,36.190334,5376,blockrandom,0.4,SpMM with Tensors,8586.480432924438,0.207448
3525,27,46.268578,5376,blockrandom,0.4,cuBLAS GeMM,6716.169119180624,0.207448
3526,27,16.731968,5376,blockrandom,0.4,cuBLAS GeMM with Tensors,18572.088755608427,0.207448
3527,27,189.835266,5376,blockrandom,0.4,cuSPARSE CSR,1636.9329118858243,0.003663
3528,25,167.546082,4096,blockrandom,0.4,Dense on GPU Coalescence,820.3053860250817,inf
3529,25,19.547935,4096,blockrandom,0.4,Dense WMMA,7030.86814397531,0.120849
3530,25,165.715973,4096,blockrandom,0.4,SpMM 1 Co,829.3645505855975,0.0
3531,25,13.000512,4096,blockrandom,0.4,SpMM with Tensors,10571.810823450645,0.120849
3532,25,37.557182,4096,blockrandom,0.4,cuBLAS GeMM,3659.458621576028,0.120849
3533,25,10.72864,4096,blockrandom,0.4,cuBLAS GeMM with Tensors,12810.473039639694,0.120849
3534,25,84.351234,4096,blockrandom,0.4,cuSPARSE CSR,1629.3650602906414,0.002517
3535,12,1617.760254,8192,blockrandom,0.5,Dense on GPU Coalescence,679.6505384882573,inf
3536,12,853.173218,8192,blockrandom,0.5,Dense WMMA,1288.7320002302276,0.376195
3537,12,1048.195312,8192,blockrandom,0.5,SpMM 1 Co,1048.9568262598755,0.0
3538,12,129.307495,8192,blockrandom,0.5,SpMM with Tensors,8503.077317954385,0.376195
3539,12,70.910973,8192,blockrandom,0.5,cuBLAS GeMM,15505.521659898814,0.075894
3540,12,43.201279,8192,blockrandom,0.5,cuBLAS GeMM with Tensors,25450.90453863646,0.075894
3541,12,556.954773,8192,blockrandom,0.5,cuSPARSE CSR,1974.1488556665984,0.005776
3542,0,429.791229,5376,blockrandom,0.3,Dense on GPU Coalescence,723.0198612359304,inf
3543,0,245.570587,5376,blockrandom,0.3,Dense WMMA,1265.4104815573862,0.229914
3544,0,442.235901,5376,blockrandom,0.3,SpMM 1 Co,702.6738309787291,0.0
3545,0,40.044704,5376,blockrandom,0.3,SpMM with Tensors,7760.017273495142,0.229914
3546,0,43.439102,5376,blockrandom,0.3,cuBLAS GeMM,7153.63763164349,0.229914
3547,0,16.278528,5376,blockrandom,0.3,cuBLAS GeMM with Tensors,19089.416116248347,0.229914
3548,0,222.228836,5376,blockrandom,0.3,cuSPARSE CSR,1398.322559507984,0.003673
3549,22,5.425568,1280,blockrandom,0.3,Dense on GPU Coalescence,773.0626544538746,inf
3550,22,0.684192,1280,blockrandom,0.3,Dense WMMA,6130.302605116693,0.012641
3551,22,4.886528,1280,blockrandom,0.3,SpMM 1 Co,858.3403185247275,0.0
3552,22,0.3504,1280,blockrandom,0.3,SpMM with Tensors,11970.045662100456,0.012641
3553,22,33.79203,1280,blockrandom,0.3,cuBLAS GeMM,124.12110192847248,0.006025
3554,22,6.361088,1280,blockrandom,0.3,cuBLAS GeMM with Tensors,659.3689632968449,0.006025
3555,22,7.867424,1280,blockrandom,0.3,cuSPARSE CSR,533.1229129127908,0.000438
3556,5,165.42009,4096,blockrandom,0.4,Dense on GPU Coalescence,830.8480153287306,inf
3557,5,19.544064,4096,blockrandom,0.4,Dense WMMA,7032.26071465996,0.120769
3558,5,167.004578,4096,blockrandom,0.4,SpMM 1 Co,822.9651852537838,0.0
3559,5,13.10752,4096,blockrandom,0.4,SpMM with Tensors,10485.504006249848,0.120769
3560,5,36.93251,4096,blockrandom,0.4,cuBLAS GeMM,3721.354261381098,0.120769
3561,5,10.7944,4096,blockrandom,0.4,cuBLAS GeMM with Tensors,12732.431026458164,0.120769
3562,5,84.690819,4096,blockrandom,0.4,cuSPARSE CSR,1622.8317909170296,0.002517
3563,13,428.545013,5376,blockrandom,0.8,Dense on GPU Coalescence,725.1224149748768,inf
3564,13,236.4375,5376,blockrandom,0.8,Dense WMMA,1314.2906465852498,0.064577
3565,13,130.81395,5376,blockrandom,0.8,SpMM 1 Co,2375.4927876728743,0.0
3566,13,11.151456,5376,blockrandom,0.8,SpMM with Tensors,27866.10060175102,0.064577
3567,13,44.11517,5376,blockrandom,0.8,cuBLAS GeMM,7044.007645261256,0.064577
3568,13,16.328705,5376,blockrandom,0.8,cuBLAS GeMM with Tensors,19030.755638735587,0.064577
3569,13,63.056641,5376,blockrandom,0.8,cuSPARSE CSR,4928.070855407601,0.002052
3570,10,5.271552,1280,blockrandom,0.9,Dense on GPU Coalescence,795.6487956487956,inf
3571,10,0.6912,1280,blockrandom,0.9,Dense WMMA,6068.148148148148,0.001446
3572,10,0.823296,1280,blockrandom,0.9,SpMM 1 Co,5094.527363184079,0.0
3573,10,0.108544,1280,blockrandom,0.9,SpMM with Tensors,38641.50943396227,0.001446
3574,10,33.748993,1280,blockrandom,0.9,cuBLAS GeMM,124.2793822026038,0.000723
3575,10,6.426624,1280,blockrandom,0.9,cuBLAS GeMM with Tensors,652.6449968132569,0.000723
3576,10,5.632,1280,blockrandom,0.9,cuSPARSE CSR,744.7272727272727,0.000171
3577,16,5.275936,1280,blockrandom,0.7,Dense on GPU Coalescence,794.987657166425,inf
3578,16,0.681984,1280,blockrandom,0.7,Dense WMMA,6150.15015015015,0.005194
3579,16,2.200192,1280,blockrandom,0.7,SpMM 1 Co,1906.335447088254,0.0
3580,16,40.093311,1280,blockrandom,0.7,SpMM with Tensors,104.61356010233229,0.005194
3581,16,33.719296,1280,blockrandom,0.7,cuBLAS GeMM,124.38883658781013,0.002422
3582,16,6.354112,1280,blockrandom,0.7,cuBLAS GeMM with Tensors,660.092865848131,0.002422
3583,16,6.39088,1280,blockrandom,0.7,cuSPARSE CSR,656.2952206894826,0.000299
3584,13,1618.480835,8192,blockrandom,0.6,Dense on GPU Coalescence,679.3479440712686,inf
3585,13,852.919312,8192,blockrandom,0.6,Dense WMMA,1289.115643539327,0.319571
3586,13,850.445312,8192,blockrandom,0.6,SpMM 1 Co,1292.8657636906346,0.0
3587,13,105.124863,8192,blockrandom,0.6,SpMM with Tensors,10459.101647304882,0.319571
3588,13,71.167999,8192,blockrandom,0.6,cuBLAS GeMM,15449.522864567261,0.061462
3589,13,43.271168,8192,blockrandom,0.6,cuBLAS GeMM with Tensors,25409.79776131765,0.061462
3590,13,439.473877,8192,blockrandom,0.6,cuSPARSE CSR,2501.8816483055716,0.005584
3591,11,1619.388428,8192,blockrandom,0.6,Dense on GPU Coalescence,678.9672006820095,inf
3592,11,851.308533,8192,blockrandom,0.6,Dense WMMA,1291.5548066942729,0.319547
3593,11,856.574951,8192,blockrandom,0.6,SpMM 1 Co,1283.61403341574,0.0
3594,11,105.419777,8192,blockrandom,0.6,SpMM with Tensors,10429.84209477127,0.319547
3595,11,72.342659,8192,blockrandom,0.6,cuBLAS GeMM,15198.662075387636,0.061418
3596,11,43.632961,8192,blockrandom,0.6,cuBLAS GeMM with Tensors,25199.106422688114,0.061418
3597,11,440.060913,8192,blockrandom,0.6,cuSPARSE CSR,2498.5441680797494,0.005584
3598,19,5.37568,1280,blockrandom,0.3,Dense on GPU Coalescence,780.2369188642181,inf
3599,19,0.679936,1280,blockrandom,0.3,Dense WMMA,6168.674698795181,0.012608
3600,19,4.882432,1280,blockrandom,0.3,SpMM 1 Co,859.0604026845638,0.0
3601,19,0.351232,1280,blockrandom,0.3,SpMM with Tensors,11941.690962099125,0.012608
3602,19,33.729534,1280,blockrandom,0.3,cuBLAS GeMM,124.35108056933132,0.00601
3603,19,6.51264,1280,blockrandom,0.3,cuBLAS GeMM with Tensors,644.0251572327044,0.00601
3604,19,7.803968,1280,blockrandom,0.3,cuSPARSE CSR,537.4578675873607,0.000437
3605,18,165.164062,4096,blockrandom,0.3,Dense on GPU Coalescence,832.1359489935528,inf
3606,18,19.543297,4096,blockrandom,0.3,Dense WMMA,7032.536704119065,0.143226
3607,18,197.615616,4096,blockrandom,0.3,SpMM 1 Co,695.4862993823322,0.0
3608,18,15.081856,4096,blockrandom,0.3,SpMM with Tensors,9112.867373352457,0.143226
3609,18,38.700256,4096,blockrandom,0.3,cuBLAS GeMM,3551.370654292313,0.143226
3610,18,11.062272,4096,blockrandom,0.3,cuBLAS GeMM with Tensors,12424.11626400074,0.143226
3611,18,99.548897,4096,blockrandom,0.3,cuSPARSE CSR,1380.6175418699013,0.002728
3612,18,5.423936,1280,blockrandom,0.7,Dense on GPU Coalescence,773.2952601210634,inf
3613,18,0.709664,1280,blockrandom,0.7,Dense WMMA,5910.267394147089,0.005183
3614,18,2.191424,1280,blockrandom,0.7,SpMM 1 Co,1913.9627931427237,0.0
3615,18,0.210944,1280,blockrandom,0.7,SpMM with Tensors,19883.495145631066,0.005183
3616,18,74.818558,1280,blockrandom,0.7,cuBLAS GeMM,56.05967439254844,0.002397
3617,18,6.562816,1280,blockrandom,0.7,cuBLAS GeMM with Tensors,639.1012638477141,0.002397
3618,18,6.345728,1280,blockrandom,0.7,cuSPARSE CSR,660.9649830563176,0.000299
3619,2,5.302592,1280,blockrandom,0.5,Dense on GPU Coalescence,790.9912737016161,inf
3620,2,0.699392,1280,blockrandom,0.5,Dense WMMA,5997.071742313324,0.009241
3621,2,3.563456,1280,blockrandom,0.5,SpMM 1 Co,1177.032633488389,0.0
3622,2,0.279552,1280,blockrandom,0.5,SpMM with Tensors,15003.663003663003,0.009241
3623,2,33.90464,1280,blockrandom,0.5,cuBLAS GeMM,123.70884929024464,0.004352
3624,2,6.592608,1280,blockrandom,0.5,cuBLAS GeMM with Tensors,636.2131648051878,0.004352
3625,2,11.672576,1280,blockrandom,0.5,cuSPARSE CSR,359.3297657689271,0.000397
3626,6,5.280384,1280,blockrandom,0.8,Dense on GPU Coalescence,794.3179889947397,inf
3627,6,0.681376,1280,blockrandom,0.8,Dense WMMA,6155.638003099611,0.003276
3628,6,1.519488,1280,blockrandom,0.8,SpMM 1 Co,2760.34032516216,0.0
3629,6,0.151552,1280,blockrandom,0.8,SpMM with Tensors,27675.675675675677,0.003276
3630,6,34.815071,1280,blockrandom,0.8,cuBLAS GeMM,120.47380285394219,0.001544
3631,6,6.409216,1280,blockrandom,0.8,cuBLAS GeMM with Tensors,654.4176386004154,0.001544
3632,6,5.966848,1280,blockrandom,0.8,cuSPARSE CSR,702.9346147245581,0.000243
3633,10,1616.530396,8192,blockrandom,0.9,Dense on GPU Coalescence,680.1676173220562,inf
3634,10,845.762451,8192,blockrandom,0.9,Dense WMMA,1300.0241692876953,0.075231
3635,10,241.782501,8192,blockrandom,0.9,SpMM 1 Co,4547.523593429948,0.0
3636,10,24.71936,8192,blockrandom,0.9,SpMM with Tensors,44479.77729908865,0.075231
3637,10,71.723167,8192,blockrandom,0.9,cuBLAS GeMM,15329.93694737434,0.013491
3638,10,43.126785,8192,blockrandom,0.9,cuBLAS GeMM with Tensors,25494.86653772128,0.013491
3639,10,108.240189,8192,blockrandom,0.9,cuSPARSE CSR,10158.071950299347,0.002768
3640,29,467.561523,5376,blockrandom,0.6,Dense on GPU Coalescence,664.6132743305312,inf
3641,29,245.444321,5376,blockrandom,0.6,Dense WMMA,1266.0614573844632,0.130748
3642,29,258.530304,5376,blockrandom,0.6,SpMM 1 Co,1201.977446914695,0.0
3643,29,26.118143,5376,blockrandom,0.6,SpMM with Tensors,11897.767569156811,0.130748
3644,29,45.815807,5376,blockrandom,0.6,cuBLAS GeMM,6782.541116257104,0.130748
3645,29,17.241377,5376,blockrandom,0.6,cuBLAS GeMM with Tensors,18023.36291074663,0.130748
3646,29,124.104706,5376,blockrandom,0.6,cuSPARSE CSR,2503.9146763056674,0.002856
3647,18,1617.785645,8192,blockrandom,0.5,Dense on GPU Coalescence,679.6398714342653,inf
3648,18,852.462585,8192,blockrandom,0.5,Dense WMMA,1289.8063177470715,0.376952
3649,18,1047.102539,8192,blockrandom,0.5,SpMM 1 Co,1050.0515344237933,0.0
3650,18,131.512314,8192,blockrandom,0.5,SpMM with Tensors,8360.522253269759,0.376952
3651,18,74.59021,8192,blockrandom,0.5,cuBLAS GeMM,14740.696235819687,0.075869
3652,18,43.758591,8192,blockrandom,0.5,cuBLAS GeMM with Tensors,25126.760314928786,0.075869
3653,18,558.69104,8192,blockrandom,0.5,cuSPARSE CSR,1968.0137125091535,0.005792
3654,13,166.857727,4096,blockrandom,0.6,Dense on GPU Coalescence,823.6894745186119,inf
3655,13,19.543039,4096,blockrandom,0.6,Dense WMMA,7032.629545077406,0.078204
3656,13,104.578049,4096,blockrandom,0.6,SpMM 1 Co,1314.2237284614098,0.0
3657,13,6.602912,4096,blockrandom,0.6,SpMM with Tensors,20814.900073179833,0.078204
3658,13,37.808128,4096,blockrandom,0.6,cuBLAS GeMM,3635.1694924435296,0.078204
3659,13,10.54416,4096,blockrandom,0.6,cuBLAS GeMM with Tensors,13034.604318599111,0.078204
3660,13,56.67981,4096,blockrandom,0.6,cuSPARSE CSR,2424.8308784380188,0.001969
3661,24,167.089157,4096,blockrandom,0.6,Dense on GPU Coalescence,822.5486078189981,inf
3662,24,19.5296,4096,blockrandom,0.6,Dense WMMA,7037.468943142717,0.078183
3663,24,104.670212,4096,blockrandom,0.6,SpMM 1 Co,1313.0665434402674,0.0
3664,24,6.668288,4096,blockrandom,0.6,SpMM with Tensors,20610.830466830466,0.078183
3665,24,38.556736,4096,blockrandom,0.6,cuBLAS GeMM,3564.5899453729694,0.078183
3666,24,11.108448,4096,blockrandom,0.6,cuBLAS GeMM with Tensors,12372.471246388335,0.078183
3667,24,56.994816,4096,blockrandom,0.6,cuSPARSE CSR,2411.429023158878,0.001968
3668,25,429.892609,5376,blockrandom,0.3,Dense on GPU Coalescence,722.8493541092724,inf
3669,25,244.904251,5376,blockrandom,0.3,Dense WMMA,1268.8534130508008,0.229827
3670,25,440.658936,5376,blockrandom,0.3,SpMM 1 Co,705.1884561170002,0.0
3671,25,40.122368,5376,blockrandom,0.3,SpMM with Tensors,7744.996375886887,0.229827
3672,25,44.540192,5376,blockrandom,0.3,cuBLAS GeMM,6976.790642303473,0.229827
3673,25,16.890144,5376,blockrandom,0.3,cuBLAS GeMM with Tensors,18398.161362745042,0.229827
3674,25,222.666748,5376,blockrandom,0.3,cuSPARSE CSR,1395.5725205633307,0.003671
3675,3,5.374976,1280,blockrandom,0.3,Dense on GPU Coalescence,780.3391122118499,inf
3676,3,0.680096,1280,blockrandom,0.3,Dense WMMA,6167.223450806945,0.01266
3677,3,4.887456,1280,blockrandom,0.3,SpMM 1 Co,858.1773421591928,0.0
3678,3,0.355328,1280,blockrandom,0.3,SpMM with Tensors,11804.034582132565,0.01266
3679,3,34.847744,1280,blockrandom,0.3,cuBLAS GeMM,120.36084746260762,0.006038
3680,3,6.322176,1280,blockrandom,0.3,cuBLAS GeMM with Tensors,663.4272756721737,0.006038
3681,3,7.997056,1280,blockrandom,0.3,cuSPARSE CSR,524.4810090113161,0.000439
3682,19,433.574921,5376,blockrandom,0.9,Dense on GPU Coalescence,716.7102609055195,inf
3683,19,252.427261,5376,blockrandom,0.9,Dense WMMA,1231.0381751993102,0.031179
3684,19,66.739586,5376,blockrandom,0.9,SpMM 1 Co,4656.12110257921,0.0
3685,19,5.716768,5376,blockrandom,0.9,SpMM with Tensors,54357.21630683631,0.031179
3686,19,45.034496,5376,blockrandom,0.9,cuBLAS GeMM,6900.212555992633,0.031179
3687,19,16.712864,5376,blockrandom,0.9,cuBLAS GeMM with Tensors,18593.3179826031,0.031179
3688,19,33.601536,5376,blockrandom,0.9,cuSPARSE CSR,9248.017553483269,0.001462
3689,24,5.259264,1280,blockrandom,0.9,Dense on GPU Coalescence,797.5077881619937,inf
3690,24,0.687104,1280,blockrandom,0.9,Dense WMMA,6104.321907600596,0.001454
3691,24,0.816128,1280,blockrandom,0.9,SpMM 1 Co,5139.272271016312,0.0
3692,24,0.109248,1280,blockrandom,0.9,SpMM with Tensors,38392.5014645577,0.001454
3693,24,33.906944,1280,blockrandom,0.9,cuBLAS GeMM,123.70044318945405,0.000688
3694,24,6.63168,1280,blockrandom,0.9,cuBLAS GeMM with Tensors,632.4647751399344,0.000688
3695,24,5.61872,1280,blockrandom,0.9,cuSPARSE CSR,746.4874562177863,0.000173
3696,28,438.995087,5376,blockrandom,0.5,Dense on GPU Coalescence,707.861212925146,inf
3697,28,245.322083,5376,blockrandom,0.5,Dense WMMA,1266.6923048749752,0.176012
3698,28,316.018677,5376,blockrandom,0.5,SpMM 1 Co,983.320345816143,0.0
3699,28,31.766527,5376,blockrandom,0.5,SpMM with Tensors,9782.233819642921,0.176012
3700,28,44.384254,5376,blockrandom,0.5,cuBLAS GeMM,7001.302641067257,0.176012
3701,28,16.556032,5376,blockrandom,0.5,cuBLAS GeMM with Tensors,18769.44878772885,0.176012
3702,28,156.259323,5376,blockrandom,0.5,cuSPARSE CSR,1988.6659482839304,0.003488
3703,19,167.073761,4096,blockrandom,0.4,Dense on GPU Coalescence,822.6244064260934,inf
3704,19,19.545408,4096,blockrandom,0.4,Dense WMMA,7031.777155636762,0.12071
3705,19,166.29863,4096,blockrandom,0.4,SpMM 1 Co,826.458723514439,0.0
3706,19,12.838912,4096,blockrandom,0.4,SpMM with Tensors,10704.87541872707,0.12071
3707,19,36.983807,4096,blockrandom,0.4,cuBLAS GeMM,3716.1926967659115,0.12071
3708,19,10.952096,4096,blockrandom,0.4,cuBLAS GeMM with Tensors,12549.100507519292,0.12071
3709,19,84.194626,4096,blockrandom,0.4,cuSPARSE CSR,1632.3957953325905,0.002513
3710,7,5.375168,1280,blockrandom,0.3,Dense on GPU Coalescence,780.3112386440758,inf
3711,7,0.879616,1280,blockrandom,0.3,Dense WMMA,4768.335273573924,0.012649
3712,7,4.9152,1280,blockrandom,0.3,SpMM 1 Co,853.3333333333334,0.0
3713,7,0.373088,1280,blockrandom,0.3,SpMM with Tensors,11242.13054292821,0.012649
3714,7,34.893826,1280,blockrandom,0.3,cuBLAS GeMM,120.20189474206698,0.00603
3715,7,6.845536,1280,blockrandom,0.3,cuBLAS GeMM with Tensors,612.7064411026397,0.00603
3716,7,7.852736,1280,blockrandom,0.3,cuSPARSE CSR,534.1200824782599,0.000438
3717,5,1618.904907,8192,blockrandom,0.6,Dense on GPU Coalescence,679.169988936231,inf
3718,5,851.521545,8192,blockrandom,0.6,Dense WMMA,1291.2317183659752,0.319627
3719,5,872.035339,8192,blockrandom,0.6,SpMM 1 Co,1260.8567320641578,0.0
3720,5,105.431038,8192,blockrandom,0.6,SpMM with Tensors,10428.728092158213,0.319627
3721,5,71.227234,8192,blockrandom,0.6,cuBLAS GeMM,15436.674513796226,0.061465
3722,5,43.173889,8192,blockrandom,0.6,cuBLAS GeMM with Tensors,25467.050878275062,0.061465
3723,5,438.878204,8192,blockrandom,0.6,cuSPARSE CSR,2505.2773588546675,0.005584
3724,26,168.189026,4096,blockrandom,0.7,Dense on GPU Coalescence,817.1695665328367,inf
3725,26,19.521729,4096,blockrandom,0.7,Dense WMMA,7040.306392533162,0.058472
3726,26,78.509277,4096,blockrandom,0.7,SpMM 1 Co,1750.6078099789404,0.0
3727,26,4.960288,4096,blockrandom,0.7,SpMM with Tensors,27707.857582462955,0.058472
3728,26,38.231232,4096,blockrandom,0.7,cuBLAS GeMM,3594.9391709898337,0.058472
3729,26,10.603776,4096,blockrandom,0.7,cuBLAS GeMM with Tensors,12961.321841577943,0.058472
3730,26,44.323841,4096,blockrandom,0.7,cuSPARSE CSR,3100.790688965787,0.001749
3731,6,434.287628,5376,blockrandom,0.3,Dense on GPU Coalescence,715.5340717005182,inf
3732,6,246.110428,5376,blockrandom,0.3,Dense WMMA,1262.634815100155,0.229866
3733,6,440.711182,5376,blockrandom,0.3,SpMM 1 Co,705.1048565225649,0.0
3734,6,40.05069,5376,blockrandom,0.3,SpMM with Tensors,7758.8574566880125,0.229866
3735,6,42.196991,5376,blockrandom,0.3,cuBLAS GeMM,7364.212172190192,0.229866
3736,6,16.492672,5376,blockrandom,0.3,cuBLAS GeMM with Tensors,18841.55549519205,0.229866
3737,6,222.415482,5376,blockrandom,0.3,cuSPARSE CSR,1397.1491191067355,0.003672
3738,6,431.84549,5376,blockrandom,0.7,Dense on GPU Coalescence,719.5805026283822,inf
